DEPTO_HECHO,MUNICIPIO_HECHO,MODALIDAD,CLASE_SITIO,ZONA,GENERO,PAIS_PERSONA,CARGO_PERSONA,Etapa,"FECHA_HECHO"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"02/15/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,FACTOR_DE_OPORTUNIDAD,TEATROS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"2/03/2020 0:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,PARQUES,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Adultez,"01/13/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,TRAMO DE VIA,RURAL,MASCULINO,RUSIA,TURISTA_EXTRANJERO,Adultez,"02/26/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"02/26/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,AUSTRALIA,TURISTA_EXTRANJERO,Adultez,"1/12/2020 0:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,FRANCIA,TURISTA_EXTRANJERO,Adultez,"01/29/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,USO_SUSTANCIAS_TOXICAS/ESCOPOLAMINADO,APARTAMENTO,URBANA,MASCULINO,REINO UNIDO,TURISTA_EXTRANJERO,Adultez,"2/09/2020 0:00"
CUNDINAMARCA,BOGOTA_D.C.,FACTOR_DE_OPORTUNIDAD,MAR,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Adultez,"1/12/2020 0:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/23/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"02/29/2020 12:00:00"
CUNDINAMARCA,BOGOTA_D.C.,ROMPIMIENTO_PARED,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"3/03/2020 0:00"
CUNDINAMARCA,BOGOTA_D.C.,ATRACO,PARQUES,URBANA,MASCULINO,FRANCIA,TURISTA_EXTRANJERO,Adultez,"01/27/2020 12:00:00"
GUAJIRA,DIBULLA,VENTOSA,CASAS_HABITACION,URBANA,FEMENINO,ALEMANIA,TURISTA_EXTRANJERO,Adultez,"01/22/2020 12:00:00"
GUAJIRA,DIBULLA,FACTOR_DE_OPORTUNIDAD,APARTAMENTO,URBANA,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"01/22/2020 12:00:00"
GUAJIRA,DIBULLA,FACTOR_DE_OPORTUNIDAD,FINCAS/SIMILARES,RURAL,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"03/13/2020 12:00:00"
GUAJIRA,DIBULLA,FACTOR_DE_OPORTUNIDAD,FINCAS/SIMILARES,RURAL,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"03/13/2020 12:00:00"
GUAJIRA,RIOHACHA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,FRANCIA,TURISTA_EXTRANJERO,Adultez,"1/09/2020 0:00"
GUAJIRA,RIOHACHA,ATRACO,PARQUES,RURAL,FEMENINO,ITALIA,TURISTA_EXTRANJERO,Adultez,"5/02/2020 0:00"
GUAJIRA,RIOHACHA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,RUSIA,TURISTA_EXTRANJERO,Adultez,"01/27/2020 12:00:00"
GUAJIRA,URIBIA,FACTOR_DE_OPORTUNIDAD,ESTABLECIMIENT_COMERCIO,URBANA,MASCULINO,MEXICO,TURISTA_EXTRANJERO,Adultez,"03/19/2020 12:00:00"
HUILA,GARZON,ATRACO,BUS_TRANSMILENIO,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"3/01/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/22/2020 12:00:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,PLAYA,URBANA,MASCULINO,ALEMANIA,TURISTA_EXTRANJERO,Adultez,"01/25/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,ITALIA,TURISTA_EXTRANJERO,Adultez,"1/08/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,PLAYA,URBANA,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"1/07/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,DINAMARCA,TURISTA_EXTRANJERO,Adultez,"01/31/2020 12:00:00"
MAGDALENA,SANTA_MARTA,RAPONAZO,VIAS_PUBLICAS,URBANA,FEMENINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Adultez,"2/04/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,DISCOTECAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"2/10/2020 0:00"
MAGDALENA,SANTA_MARTA,RAPONAZO,VIAS_PUBLICAS,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"1/04/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,APARTAMENTO,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Adultez,"01/23/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ENGANO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,HOLANDA,TURISTA_EXTRANJERO,Adultez,"1/10/2020 0:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,RESTAURANTES,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"2/01/2020 0:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Adultez,"01/14/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,TRANSPORTE Pï¿½BLICO,URBANA,FEMENINO,NUEVA_ZELANDA,TURISTA_EXTRANJERO,Adultez,"2/04/2020 0:00"
MAGDALENA,SANTA_MARTA,RAPONAZO,VIAS_PUBLICAS,URBANA,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"01/30/2020 12:00:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,FINCAS/SIMILARES,RURAL,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"1/03/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"2/08/2020 0:00"
MAGDALENA,SANTA_MARTA,RAPONAZO,PLAYA,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/30/2020 12:00:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,PLAYA,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/15/2020 12:00:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,ISLA,RURAL,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"3/11/2020 0:00"
MAGDALENA,SANTA_MARTA,HALADO,VIA_PUBLICA,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"02/29/2020 12:00:00"
MAGDALENA,SANTA_MARTA,USO_SUSTANCIAS_TOXICAS/ESCOPOLAMINADO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"2/01/2020 0:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Adultez,"2/01/2020 0:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,MASCULINO,ALEMANIA,TURISTA_EXTRANJERO,Adultez,"04/14/2020 12:00:00"
MAGDALENA,SANTA_MARTA,VENTOSA,CASAS_HABITACION,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"1/08/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,HOTELES/RESIDENCIAS/SIMILARES,URBANA,FEMENINO,FRANCIA,TURISTA_EXTRANJERO,Adultez,"03/15/2020 12:00:00"
MAGDALENA,SANTA_MARTA,USO_SUSTANCIAS_TOXICAS/ESCOPOLAMINADO,CASAS_HABITACION,URBANA,MASCULINO,JAPON,TURISTA_EXTRANJERO,Adultez,"1/10/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,ESPANA,TURISTA_EXTRANJERO,Adultez,"01/23/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,ZONA_SELVATICA,RURAL,MASCULINO,INGLATERRA,TURISTA_EXTRANJERO,Adultez,"09/24/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,FEMENINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Adultez,"3/01/2020 0:00"
MAGDALENA,SANTA_MARTA,TURINET,HOTELES/RESIDENCIAS/SIMILARES,URBANA,FEMENINO,FRANCIA,TURISTA_EXTRANJERO,Adultez,"02/19/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,BARES/CANTINAS/SIMILARES,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/23/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,FEMENINO,HOLANDA,TURISTA_EXTRANJERO,Adultez,"1/05/2020 0:00"
MAGDALENA,SANTA_MARTA,USO_SUSTANCIAS_TOXICAS/ESCOPOLAMINADO,BARES/CANTINAS/SIMILARES,URBANA,MASCULINO,AUSTRALIA,TURISTA_EXTRANJERO,Adultez,"1/06/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Adultez,"1/06/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,DENTRO_DE_VIVIENDA,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/15/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"3/03/2020 0:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,ESPANA,TURISTA_EXTRANJERO,Adultez,"01/13/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"1/07/2020 0:00"
MAGDALENA,SANTA_MARTA,RAPONAZO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,FEMENINO,ARGENTINA,TURISTA_EXTRANJERO,Adultez,"1/05/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,ESTABLECIMIENT_COMERCIO,RURAL,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"04/20/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"03/18/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,DISCOTECAS,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Adultez,"3/03/2020 0:00"
MAGDALENA,SANTA_MARTA,VIOLACION_DE_CERRADURA,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Adultez,"01/17/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,PLAYA,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Adultez,"01/30/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,BELGICA,TURISTA_EXTRANJERO,Adultez,"2/01/2020 0:00"
MAGDALENA,SANTA_MARTA,RAPONAZO,FRENTE CENTRO COMERCIAL,URBANA,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Adultez,"01/31/2020 12:00:00"
MAGDALENA,SANTA_MARTA,COSQUILLEO,VIAS_PUBLICAS,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"3/05/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"02/23/2020 12:00:00"
MAGDALENA,SANTA_MARTA,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Juventud,"01/15/2020 12:00:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"1/10/2020 0:00"
MAGDALENA,SANTA_MARTA,FACTOR_DE_OPORTUNIDAD,LOCAL_COMERCIAL,URBANA,FEMENINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Juventud,"1/01/2020 0:00"
META,ACACIAS,USO_SUSTANCIAS_TOXICAS/ESCOPOLAMINADO,BARES/CANTINAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"1/04/2020 0:00"
META,ACACIAS,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,URBANA,MASCULINO,INGLATERRA,TURISTA_EXTRANJERO,Juventud,"1/10/2020 0:00"
META,ACACIAS,COSQUILLEO,TERMINAL_TRANSPORTES,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"1/05/2020 0:00"
META,ACACIAS,RAPONAZO,VIAS_PUBLICAS,URBANA,MASCULINO,BELGICA,TURISTA_EXTRANJERO,Juventud,"1/03/2020 0:00"
META,RESTREPO,ATRACO,PLAYA,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"10/18/2020 12:00:00"
META,RESTREPO,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"10/18/2020 12:00:00"
META,RESTREPO,ATRACO,PLAYA,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"10/18/2020 12:00:00"
META,RESTREPO,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,SUECIA,TURISTA_EXTRANJERO,Juventud,"10/10/2020 0:00"
META,VILLAVICENCIO,ATRACO,CARRETERA,RURAL,MASCULINO,ALEMANIA,TURISTA_EXTRANJERO,Juventud,"10/09/2020 0:00"
META,VILLAVICENCIO,FACTOR_DE_OPORTUNIDAD,RIOS,RURAL,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"1/06/2020 0:00"
META,VILLAVICENCIO,FACTOR_DE_OPORTUNIDAD,FINCAS/SIMILARES,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"1/01/2020 0:00"
META,VILLAVICENCIO,VIOLACION_DE_CERRADURA,HOTELES/RESIDENCIAS/SIMILARES,URBANA,FEMENINO,FRANCIA,TURISTA_EXTRANJERO,Juventud,"1/06/2020 0:00"
META,VILLAVICENCIO,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,URBANA,MASCULINO,ITALIA,TURISTA_EXTRANJERO,Juventud,"1/06/2020 0:00"
META,VILLAVICENCIO,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Juventud,"10/11/2020 0:00"
QUINDIO,SALENTO,RAPONAZO,PARQUES,URBANA,FEMENINO,AUSTRALIA,TURISTA_EXTRANJERO,Juventud,"1/04/2020 0:00"
QUINDIO,SALENTO,ATRACO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"1/11/2020 0:00"
QUINDIO,SALENTO,ATRACO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Juventud,"01/18/2020 12:00:00"
QUINDIO,SALENTO,RAPONAZO,PLAYA,URBANA,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"01/18/2020 12:00:00"
QUINDIO,SALENTO,ATRACO,PLAYA,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"01/18/2020 12:00:00"
QUINDIO,SALENTO,RAPONAZO,VIAS_PUBLICAS,URBANA,FEMENINO,NUEVA_ZELANDA,TURISTA_EXTRANJERO,Juventud,"01/18/2020 12:00:00"
QUINDIO,SALENTO,FACTOR_DE_OPORTUNIDAD,HOTELES/RESIDENCIAS/SIMILARES,RURAL,FEMENINO,ESPANA,TURISTA_EXTRANJERO,Juventud,"02/23/2020 12:00:00"
QUINDIO,SALENTO,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Juventud,"02/23/2020 12:00:00"
SAN_ANDRES,SAN_ANDRES,FACTOR_DE_OPORTUNIDAD,HOTELES/RESIDENCIAS/SIMILARES,URBANA,FEMENINO,ALEMANIA,TURISTA_EXTRANJERO,Juventud,"02/25/2020 12:00:00"
SAN_ANDRES,SAN_ANDRES,FACTOR_DE_OPORTUNIDAD,PARQUES,URBANA,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"02/24/2020 12:00:00"
SAN_ANDRES,SAN_ANDRES,ATRACO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"02/23/2020 12:00:00"
SAN_ANDRES,SAN_ANDRES,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Juventud,"2/08/2020 0:00"
SAN_ANDRES,SAN_ANDRES,VENTOSA,CASAS_HABITACION,URBANA,FEMENINO,COLOMBIA,TURISTA_EXTRANJERO,Juventud,"02/28/2020 12:00:00"
SAN_ANDRES,SAN_ANDRES,COSQUILLEO,VIAS_PUBLICAS,URBANA,FEMENINO,HOLANDA,TURISTA_EXTRANJERO,Juventud,"2/09/2020 0:00"
SAN_ANDRES,SAN_ANDRES,ATRACO,ZONA_SELVATICA,RURAL,MASCULINO,INGLATERRA,TURISTA_EXTRANJERO,Juventud,"01/24/2020 12:00:00"
SUCRE,SAN_ONOFRE,COSQUILLEO,DISCOTECAS,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Juventud,"3/09/2020 0:00"
SUCRE,SAN_ONOFRE,RAPONAZO,VIAS_PUBLICAS,URBANA,FEMENINO,AUSTRALIA,TURISTA_EXTRANJERO,Juventud,"02/23/2020 12:00:00"
SUCRE,SANTIAGO_DE_TOLU,COSQUILLEO,ESTACION_TRANSMILENIO,URBANA,MASCULINO,FRANCIA,TURISTA_EXTRANJERO,Juventud,"2/02/2020 0:00"
SUCRE,SANTIAGO_DE_TOLU,FACTOR_DE_OPORTUNIDAD,PLAYA,URBANA,FEMENINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"3/08/2020 0:00"
VALLE,CALI,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Juventud,"06/16/2020 12:00:00"
VALLE,CALI,FACTOR_DE_OPORTUNIDAD,INTERIOR_VEHICULO_SERVICIO_PUBLICO,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Juventud,"2/06/2020 0:00"
VALLE,CALI,FACTOR_DE_OPORTUNIDAD,TERMINAL_TRANSPORTES,URBANA,MASCULINO,BELGICA,TURISTA_EXTRANJERO,Juventud,"2/06/2020 0:00"
VALLE,CALI,RAPONAZO,VIAS_PUBLICAS,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Juventud,"2/06/2020 0:00"
VALLE,CALI,ATRACO,CEMENTERIO,URBANA,MASCULINO,ALEMANIA,TURISTA_EXTRANJERO,Juventud,"3/04/2020 0:00"
VALLE,CALI,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,ALEMANIA,TURISTA_EXTRANJERO,Juventud,"2/09/2020 0:00"
VALLE,CALI,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,SUECIA,TURISTA_EXTRANJERO,Juventud,"5/08/2020 0:00"
VALLE,CALI,AMENAZA/CHANTAJE,DENTRO_DE_VIVIENDA,URBANA,FEMENINO,ALEMANIA,TURISTA_EXTRANJERO,Juventud,"02/16/2020 12:00:00"
VALLE,CALI,COSQUILLEO,HOTELES/RESIDENCIAS/SIMILARES,URBANA,FEMENINO,SUECIA,TURISTA_EXTRANJERO,Juventud,"1/12/2020 0:00"
VALLE,CALI,FACTOR_DE_OPORTUNIDAD,HOTELES/RESIDENCIAS/SIMILARES,URBANA,MASCULINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"04/18/2020 12:00:00"
VALLE,CALI,FACTOR_DE_OPORTUNIDAD,VIAS_PUBLICAS,RURAL,FEMENINO,VENEZUELA,TURISTA_EXTRANJERO,Juventud,"2/07/2020 0:00"
VALLE,CALI,COSQUILLEO,BARES/CANTINAS/SIMILARES,URBANA,MASCULINO,HOLANDA,TURISTA_EXTRANJERO,Juventud,"1/06/2020 0:00"
VALLE,CALI,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,ESTADOS_UNIDOS,TURISTA_EXTRANJERO,Juventud,"3/04/2020 0:00"
VALLE,CALI,RAPONAZO,VIAS_PUBLICAS,URBANA,MASCULINO,PAISES_BAJOS,TURISTA_EXTRANJERO,Adolescencia,"07/18/2020 12:00:00"
VALLE,CALI,ATRACO,VIAS_PUBLICAS,URBANA,MASCULINO,COLOMBIA,TURISTA_NACIONAL,Adolescencia,"09/27/2020 12:00:00"
VALLE,CALI,ATRACO,VIAS_PUBLICAS,URBANA,FEMENINO,INGLATERRA,TURISTA_EXTRANJERO,Adolescencia,"3/08/2020 0:00"
